1 1489.54413805854 937.958951674089 2055.64337224292
2 955.194431958458 894.48235483871 981.3825
3 919.349940297995 871.4755 962.689745726496
4 932.7037508372 852.539036296296 994.51640625
5 895.536909844767 845.068591414141 906.674090587715
6 961.855091388402 838.645909562212 935.514333333333
7 935.232413634932 850.23075 952.826216153846
8 913.006494312616 861.356993313201 945.608689393939
9 927.713190557254 843.814525 979.035274348217
10 923.311960702756 844.620627787824 975.98506547619
11 912.711299005782 828.027975029036 957.841713164251
12 928.305513869076 833.481895679663 966.937752688172
13 906.755171454353 825.424619482496 953.087126136364
14 941.984690540336 858.682789090909 940.826935897436
16 918.374269979883 829.051340816327 945.758012158055
