50 41127.940000 0.00572724
82 70835.491000 0.00542989
33 27183.045000 0.0051635
91 74840.037000 0.00582832
52 42981.781000 0.00382959
6 5237.302000 0.00515737
17 14833.113000 0.00286
50 41228.187000 0.00451503
81 66772.656000 0.00288387
23 19006.570000 0.00495936
95 78270.422000 0.0056666
26 21439.469000 0.00886417
97 79677.403000 0.00443621
41 33626.283000 0.00489993
72 59153.280000 0.00904388
47 38623.734000 0.00810349
93 76469.796000 0.00870179
97 79633.229000 0.00449315
11 9083.445000 0.0081961
13 10737.115000 0.00576098
21 17355.147000 0.00310357
19 17759.094000 0.00265628
49 40391.014000 0.00943568
27 22169.094000 0.0031055
89 73125.401000 0.00225288
95 77533.123000 0.00641199
33 27072.157000 0.00524238
3 2517.862000 0.00550552
47 38691.042000 0.00427588
5 4156.356000 0.00795016
91 74747.819000 0.00118592
41 33655.378000 0.00461189
63 51696.818000 0.00880197
47 38603.722000 0.00473139
49 40178.401000 0.00518945
69 56684.822000 0.00263895
9 7426.219000 0.00555162
64 52544.470000 0.00467458
47 38551.844000 0.00643946
16 13225.967000 0.00792985
55 45159.955000 0.00741336
79 64858.108000 0.00740837
40 32964.865000 0.00849412
179 293229.461000 0.00262517
54 44347.033000 0.00551703
76 62023.351000 0.0029214
16 13291.920000 0.00656358
35 28756.306000 0.00386624
73 59850.025000 0.00378805
9 7422.987000 0.00513587
3 2568.788000 0.00508992
19 15628.175000 0.00767263
17 18008.007000 0.00494531
14 11513.434000 0.00594846
84 70403.632000 0.00461524
73 60239.701000 0.00575667
20 16425.002000 0.00539822
57 46719.530000 0.00300161
42 34517.020000 0.00732727
71 58081.946000 0.00552684
78 63989.919000 0.00548876
68 55893.835000 0.00184985
31 25482.334000 0.00289057
36 29445.779000 0.00370595
29 23845.248000 0.00313511
53 43461.142000 0.00544766
70 57322.206000 0.00294258
50 41035.722000 0.00242285
13 10763.023000 0.00677116
38 31470.705000 0.00582438
50 41170.038000 0.00421684
73 59799.018000 0.00570282
27 22275.020000 0.00364299
73 59940.621000 0.00455686
78 64080.955000 0.0014517
14 11570.978000 0.007572
97 79677.631000 0.00712404
34 27985.901000 0.00188576
91 74699.005000 0.00748942
90 73964.688000 0.00568361
80 65515.562000 0.00541432
44 36417.998000 0.0088918
6 4996.765000 0.00483343
72 58933.249000 0.00187331
80 65823.527000 0.00189935
37 30360.221000 0.00793918
92 75400.118000 0.00841362
53 43497.531000 0.00885843
31 25437.149000 0.00356938
29 23807.742000 0.00521323
59 48378.745000 0.00366498
65 53148.961000 0.00562518
14 11570.001000 0.00679454
18 14812.588000 0.0034463
73 59733.834000 0.00325392
97 79185.190000 0.00196719
1 1032.197000 0.00384733
96 87966.102000 0.00276786
72 65038.604000 0.00585234
64 59482.512000 0.00666157
56 51586.549000 0.00311467
28 25785.808000 0.00533902
5 4863.225000 0.00691378
69 64007.265000 0.00440472
56 52462.000000 0.0032733
53 50965.397000 0.00469941
51 48878.478000 0.00423227
100 91621.352000 0.00352767
44 40792.001000 0.00959306
91 87793.938000 0.00137184
47 43575.232000 0.00597391
6 5631.965000 0.00208132
24 22288.698000 0.00635101
58 53830.652000 0.00426985
45 41326.139000 0.00614134
33 30900.402000 0.00621472
50 46409.017000 0.00833697
67 62198.310000 0.00559123
77 71558.205000 0.00435317
75 69430.858000 0.0079627
17 15793.709000 0.00263227
75 69607.510000 0.0076889
85 78706.682000 0.00646733
53 49194.057000 0.00395421
48 43955.228000 0.00245728
18 16911.033000 0.00519873
94 87108.296000 0.00762528
44 40873.860000 0.00194211
70 65126.550000 0.00434588
36 32012.547000 0.00208621
53 47361.013000 0.00542458
11 9774.316000 0.00711676
63 54608.440000 0.00841967
15 13043.790000 0.00726355
42 36820.037000 0.0024835
11 9479.765000 0.00458665
86 73266.685000 0.00399845
6 5170.576000 0.00420222
36 30685.599000 0.00399231
80 69108.284000 0.00303376
3 2625.125000 0.0050152
37 31974.095000 0.00834507
1 904.101000 0.00550429
41 35467.447000 0.00449398
21 18193.482000 0.00740307
35 30251.295000 0.00494074
6 5238.789000 0.00321385
2 2344.404000 0.00623178
13 11540.103000 0.0032825
37 32032.794000 0.00889013
8 7241.121000 0.0082943
1 930.961000 0.00510796
39 33726.802000 0.00370616
29 25125.168000 0.00757749
41 35745.524000 0.00515432
86 74275.586000 0.00628918
70 60689.084000 0.00263335
83 71779.158000 0.00744798
17 14714.621000 0.00867501
16 13931.735000 0.00519086
85 73486.807000 0.00547798
43 36657.715000 0.00506722
96 83019.621000 0.00763176
44 38056.827000 0.0027814
99 83752.647000 0.00345192
74 63768.833000 0.00869652
29 25122.046000 0.00458243
36 31168.574000 0.00617532
76 65168.504000 0.00704534
52 45006.795000 0.00413669
26 22509.088000 0.00669849
97 83816.104000 0.00498154
78 67416.613000 0.00179642
13 14612.889000 0.00490073
51 44144.609000 0.00892
52 45013.991000 0.00449199
6 7502.064000 0.00532002
81 74263.534000 0.00684647
76 66115.260000 0.00714772
75 64833.462000 0.00417358
71 61432.994000 0.00564141
62 54925.106000 0.00860536
35 29974.974000 0.00426383
16 14127.769000 0.00501873
5 4360.456000 0.00270822
51 44182.605000 0.00776765
50 43273.451000 0.00623537
70 59952.267000 0.00681403
25 21656.657000 0.00445743
16 13911.122000 0.00586669
52 45013.020000 0.00787758
80 69293.779000 0.00657477
22 19049.053000 0.00556344
41 35502.170000 0.00502346
95 82187.026000 0.00902234
78 67438.743000 0.00732408
28 24241.768000 0.00561743
90 75804.318000 0.0014363
87 75421.987000 0.00582105
7 6117.876000 0.00943725
40 34620.594000 0.0055042
26 22611.214000 0.00122719
51 44165.511000 0.00229683
61 52752.613000 0.00449431
34 29488.704000 0.00789466
64 55457.693000 0.00479237
2 1800.549000 0.00491507
37 32059.235000 0.00623979
73 63091.944000 0.00701376
96 83025.349000 0.0068358
59 51108.126000 0.00593991
63 54498.208000 0.00265474
71 69933.663000 0.00640115
32 30112.103000 0.0057727
71 68329.800000 0.00708665
59 54484.869000 0.00604687
99 92695.566000 0.00632601
40 37458.347000 0.00677053
62 57967.287000 0.00218681
14 13283.105000 0.00322431
86 80280.277000 0.00625467
5 4534.893000 0.00609736
60 55967.191000 0.00455264
28 26131.843000 0.00612723
88 81827.312000 0.00793686
62 57646.740000 0.00428888
13 12124.025000 0.00785708
28 25988.535000 0.00741336
72 67408.945000 0.0014812
12 11247.579000 0.00757752
62 57708.196000 0.00400774
43 40018.216000 0.00725593
66 61391.162000 0.0028025
40 37051.974000 0.00847396
46 42503.089000 0.00218748
9 8424.507000 0.00837381
54 50165.453000 0.00728277
100 93711.604000 0.00512246
38 35720.121000 0.00498971
20 18803.647000 0.00343827
19 18362.326000 0.00516956
72 67428.758000 0.00535903
32 29992.323000 0.00481125
17 31226.171000 0.00688364
60 110141.897000 0.00400892
68 124773.718000 0.00867985
39 71537.946000 0.00407986
6 5496.585000 0.00654391
60 54040.005000 0.00477054
64 57997.879000 0.00373169
4 3685.836000 0.00433639
24 21317.881000 0.00467022
43 38431.491000 0.00796307
94 83093.138000 0.00601873
24 21264.001000 0.00786511
19 17162.927000 0.0032458
39 37614.943000 0.00804058
99 86645.074000 0.00382186
20 17775.610000 0.00751692
4 3620.104000 0.0085989
35 30933.601000 0.00542272
58 51259.408000 0.0058411
22 20314.219000 0.00553997
85 77114.857000 0.00742658
25 22707.719000 0.00647762
25 22506.391000 0.00805083
31 27828.846000 0.00380314
32 28728.718000 0.00374229
83 73762.570000 0.0081629
37 33218.865000 0.00624841
46 41229.429000 0.00637073
6 5462.394000 0.00542892
47 42493.589000 0.00646511
